"","orig","dest","all","male","female","allages","a16","a25","a35","a50","a65","a75","allmodes","home","undergr","train","bus","taxi","bike","car","pass","bicycle","walk","other"
"2018241","E02005584","E02000963",1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2018242","E02005584","E02000971",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018243","E02005584","E02000977",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018244","E02005584","E02000979",1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018245","E02005584","E02001031",2,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
"2018246","E02005584","E02001177",11,7,4,11,3,8,0,0,0,0,11,0,0,0,0,0,0,2,3,0,6,0
"2018247","E02005584","E02002005",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018248","E02005584","E02002220",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018249","E02005584","E02002411",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018250","E02005584","E02003110",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018251","E02005584","E02003250",1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018252","E02005584","E02003252",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018253","E02005584","E02003268",1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018254","E02005584","E02003275",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018255","E02005584","E02003278",1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018256","E02005584","E02003399",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2018257","E02005584","E02003460",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018258","E02005584","E02003571",1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018259","E02005584","E02003670",1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018260","E02005584","E02003675",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018261","E02005584","E02003726",1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018262","E02005584","E02003734",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018263","E02005584","E02003739",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018264","E02005584","E02003744",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018265","E02005584","E02003762",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018266","E02005584","E02003771",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018267","E02005584","E02003774",3,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"2018268","E02005584","E02003780",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018269","E02005584","E02003809",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018270","E02005584","E02003945",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018271","E02005584","E02004454",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018272","E02005584","E02004455",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018273","E02005584","E02004456",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018274","E02005584","E02004463",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018275","E02005584","E02004465",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018276","E02005584","E02004512",2,2,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0
"2018277","E02005584","E02004515",2,1,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"2018278","E02005584","E02004516",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018279","E02005584","E02004520",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018280","E02005584","E02004540",1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018281","E02005584","E02004677",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018282","E02005584","E02004678",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018283","E02005584","E02004684",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018284","E02005584","E02004847",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018285","E02005584","E02004854",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018286","E02005584","E02004868",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018287","E02005584","E02004878",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018288","E02005584","E02004900",1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018289","E02005584","E02004920",4,1,3,4,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0
"2018290","E02005584","E02004945",1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018291","E02005584","E02004954",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018292","E02005584","E02004976",2,2,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"2018293","E02005584","E02005033",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018294","E02005584","E02005097",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018295","E02005584","E02005162",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018296","E02005584","E02005439",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018297","E02005584","E02005503",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018298","E02005584","E02005504",4,3,1,4,0,1,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"2018299","E02005584","E02005505",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018300","E02005584","E02005506",3,2,1,3,0,1,2,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0
"2018301","E02005584","E02005507",23,15,8,23,3,9,6,5,0,0,23,0,0,0,0,0,0,18,2,0,3,0
"2018302","E02005584","E02005508",12,9,3,12,4,2,4,2,0,0,12,0,0,0,0,0,0,9,1,0,1,1
"2018303","E02005584","E02005509",7,6,1,7,3,2,2,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0
"2018304","E02005584","E02005511",6,5,1,6,3,0,2,1,0,0,6,0,0,0,0,0,1,3,1,0,1,0
"2018305","E02005584","E02005512",7,4,3,7,0,3,0,3,1,0,7,0,0,0,0,0,0,7,0,0,0,0
"2018306","E02005584","E02005513",12,9,3,12,0,5,4,2,1,0,12,0,0,0,3,0,0,8,1,0,0,0
"2018307","E02005584","E02005514",3,3,0,3,0,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"2018308","E02005584","E02005515",13,9,4,13,0,8,2,3,0,0,13,0,0,0,0,0,0,11,1,0,1,0
"2018309","E02005584","E02005516",13,8,5,13,3,5,5,0,0,0,13,0,0,0,2,0,0,8,0,1,2,0
"2018310","E02005584","E02005517",9,7,2,9,1,2,6,0,0,0,9,0,0,0,0,0,0,7,0,1,1,0
"2018311","E02005584","E02005518",5,2,3,5,5,0,0,0,0,0,5,0,0,2,0,0,0,1,2,0,0,0
"2018312","E02005584","E02005519",6,5,1,6,2,1,1,2,0,0,6,0,0,0,1,0,0,5,0,0,0,0
"2018313","E02005584","E02005520",28,11,17,28,3,9,14,2,0,0,28,0,0,0,1,0,0,24,1,1,1,0
"2018314","E02005584","E02005521",52,43,9,52,10,22,12,8,0,0,52,0,0,0,9,0,0,32,8,2,0,1
"2018315","E02005584","E02005522",14,8,6,14,4,3,6,1,0,0,14,0,0,0,0,0,0,11,3,0,0,0
"2018316","E02005584","E02005523",42,29,13,42,4,11,13,14,0,0,42,0,0,0,7,1,1,28,3,1,1,0
"2018317","E02005584","E02005524",20,8,12,20,1,8,8,2,1,0,20,0,0,0,1,0,1,14,2,0,2,0
"2018318","E02005584","E02005525",27,9,18,27,4,3,14,3,2,1,27,0,0,0,0,0,1,24,0,1,1,0
"2018319","E02005584","E02005526",17,10,7,17,3,5,7,2,0,0,17,0,0,0,1,0,0,12,2,1,1,0
"2018320","E02005584","E02005527",56,39,17,56,9,20,12,13,2,0,56,0,0,0,4,0,0,38,7,6,1,0
"2018321","E02005584","E02005528",47,18,29,47,6,11,16,11,3,0,47,0,0,0,4,0,0,18,2,7,16,0
"2018322","E02005584","E02005529",109,53,56,109,16,28,31,33,1,0,109,0,0,0,0,0,3,80,5,10,11,0
"2018323","E02005584","E02005530",131,71,60,131,27,31,41,26,6,0,131,0,0,0,2,0,3,68,6,10,41,1
"2018324","E02005584","E02005531",37,16,21,37,3,12,12,9,1,0,37,0,0,0,1,0,0,26,2,2,6,0
"2018325","E02005584","E02005532",200,113,87,200,24,51,58,61,6,0,200,0,0,0,11,1,4,112,6,37,29,0
"2018326","E02005584","E02005533",15,13,2,15,2,7,6,0,0,0,15,0,0,0,0,0,0,12,1,1,1,0
"2018327","E02005584","E02005534",9,3,6,9,0,5,3,1,0,0,9,0,0,0,1,0,0,7,1,0,0,0
"2018328","E02005584","E02005535",84,34,50,84,11,26,30,13,4,0,84,0,0,0,7,0,1,65,3,7,1,0
"2018329","E02005584","E02005536",97,51,46,97,19,32,29,16,1,0,97,0,0,1,8,2,3,66,10,7,0,0
"2018330","E02005584","E02005537",11,3,8,11,0,5,4,2,0,0,11,0,0,0,0,0,0,10,0,0,1,0
"2018331","E02005584","E02005538",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018332","E02005584","E02005539",3,3,0,3,1,2,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0
"2018333","E02005584","E02005540",2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018334","E02005584","E02005541",3,1,2,3,1,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"2018335","E02005584","E02005542",7,4,3,7,1,3,1,1,1,0,7,0,0,0,0,0,0,6,1,0,0,0
"2018336","E02005584","E02005543",6,6,0,6,0,2,4,0,0,0,6,0,0,1,0,0,0,5,0,0,0,0
"2018337","E02005584","E02005544",7,4,3,7,0,4,2,1,0,0,7,0,0,0,0,0,0,6,1,0,0,0
"2018338","E02005584","E02005545",9,9,0,9,1,5,1,2,0,0,9,0,0,0,0,0,0,7,0,0,1,1
"2018339","E02005584","E02005546",2,0,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018340","E02005584","E02005547",4,2,2,4,0,1,2,1,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"2018341","E02005584","E02005548",3,1,2,3,0,1,2,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0
"2018342","E02005584","E02005549",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2018343","E02005584","E02005552",2,2,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
"2018344","E02005584","E02005560",2,0,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018345","E02005584","E02005561",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018346","E02005584","E02005564",11,10,1,11,0,5,6,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0
"2018347","E02005584","E02005567",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018348","E02005584","E02005569",2,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018349","E02005584","E02005570",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018350","E02005584","E02005571",2,1,1,2,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0
"2018351","E02005584","E02005572",12,6,6,12,0,8,3,1,0,0,12,0,0,0,0,0,0,11,1,0,0,0
"2018352","E02005584","E02005573",4,1,3,4,0,3,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"2018353","E02005584","E02005574",5,3,2,5,1,2,1,1,0,0,5,0,0,0,0,0,0,5,0,0,0,0
"2018354","E02005584","E02005575",3,3,0,3,0,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"2018355","E02005584","E02005576",6,5,1,6,0,3,1,1,1,0,6,0,0,0,1,0,0,5,0,0,0,0
"2018356","E02005584","E02005577",2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018357","E02005584","E02005578",4,3,1,4,0,3,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"2018358","E02005584","E02005579",23,12,11,23,3,10,7,3,0,0,23,0,0,1,1,0,0,19,1,0,1,0
"2018359","E02005584","E02005580",9,3,6,9,2,5,1,1,0,0,9,0,0,0,0,0,0,8,1,0,0,0
"2018360","E02005584","E02005581",13,7,6,13,4,6,2,1,0,0,13,0,0,0,0,0,1,10,1,1,0,0
"2018361","E02005584","E02005582",21,7,14,21,2,5,4,8,1,1,21,0,0,0,4,0,0,11,0,2,4,0
"2018362","E02005584","E02005583",22,16,6,22,1,8,6,6,1,0,22,0,0,0,0,0,0,18,0,2,2,0
"2018363","E02005584","E02005584",796,466,330,796,116,290,238,133,17,2,796,0,0,0,13,4,7,305,31,76,357,3
"2018364","E02005584","E02005585",152,98,54,152,25,35,60,31,1,0,152,0,0,0,7,1,2,88,12,17,25,0
"2018365","E02005584","E02005586",92,21,71,92,10,20,33,27,2,0,92,0,0,0,2,0,0,43,5,5,37,0
"2018366","E02005584","E02005587",45,20,25,45,6,7,20,11,0,1,45,0,0,0,4,0,0,31,5,1,4,0
"2018367","E02005584","E02005588",71,44,27,71,7,22,22,20,0,0,71,0,0,0,4,0,3,53,5,6,0,0
"2018368","E02005584","E02005589",73,41,32,73,11,17,31,14,0,0,73,0,0,1,0,4,2,51,5,3,7,0
"2018369","E02005584","E02005590",730,293,437,730,163,188,218,142,17,2,730,0,0,1,156,3,13,252,56,77,171,1
"2018370","E02005584","E02005592",26,11,15,26,5,5,13,3,0,0,26,0,0,0,2,0,1,15,1,3,4,0
"2018371","E02005584","E02005593",60,23,37,60,5,16,20,16,3,0,60,0,1,0,4,0,0,35,6,12,2,0
"2018372","E02005584","E02005594",92,28,64,92,14,29,27,17,3,2,92,0,0,0,7,0,2,50,8,10,15,0
"2018373","E02005584","E02005595",29,7,22,29,7,6,10,5,1,0,29,0,0,0,3,0,0,19,1,5,1,0
"2018374","E02005584","E02005596",100,45,55,100,11,26,35,25,2,1,100,0,0,1,10,0,0,64,4,10,11,0
"2018375","E02005584","E02005597",63,39,24,63,7,24,16,14,2,0,63,0,0,0,4,0,1,47,6,4,1,0
"2018376","E02005584","E02005598",158,44,114,158,12,40,69,36,1,0,158,0,0,0,34,1,4,99,12,8,0,0
"2018377","E02005584","E02005599",17,12,5,17,2,3,8,4,0,0,17,0,0,0,1,0,1,12,1,2,0,0
"2018378","E02005584","E02005600",14,7,7,14,1,10,3,0,0,0,14,0,0,0,0,0,0,13,0,0,1,0
"2018379","E02005584","E02005601",7,4,3,7,1,2,4,0,0,0,7,0,0,0,0,0,0,5,0,0,2,0
"2018380","E02005584","E02005602",51,29,22,51,9,18,15,9,0,0,51,0,0,0,2,1,1,40,4,2,1,0
"2018381","E02005584","E02005603",60,42,18,60,3,27,25,5,0,0,60,0,0,1,3,0,2,47,2,3,2,0
"2018382","E02005584","E02005604",17,7,10,17,3,9,2,3,0,0,17,0,0,0,3,0,2,9,1,0,2,0
"2018383","E02005584","E02005605",31,22,9,31,4,8,12,7,0,0,31,0,0,0,1,0,0,26,4,0,0,0
"2018384","E02005584","E02005606",18,10,8,18,4,4,4,6,0,0,18,0,0,0,2,0,0,11,2,3,0,0
"2018385","E02005584","E02005607",18,14,4,18,2,4,7,5,0,0,18,0,0,0,1,0,1,14,0,1,1,0
"2018386","E02005584","E02005608",2,1,1,2,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0
"2018387","E02005584","E02005609",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018388","E02005584","E02005610",4,2,2,4,2,0,1,1,0,0,4,0,0,0,0,0,0,3,1,0,0,0
"2018389","E02005584","E02005611",6,4,2,6,3,2,0,1,0,0,6,0,0,1,0,0,0,4,0,1,0,0
"2018390","E02005584","E02005644",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018391","E02005584","E02005674",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018392","E02005584","E02005763",2,1,1,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"2018393","E02005584","E02005898",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018394","E02005584","E02006129",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018395","E02005584","E02006139",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018396","E02005584","E02006150",2,2,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018397","E02005584","E02006198",2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"2018398","E02005584","E02006241",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018399","E02005584","E02006242",4,1,3,4,0,0,1,3,0,0,4,0,0,0,0,0,0,3,1,0,0,0
"2018400","E02005584","E02006246",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018401","E02005584","E02006250",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018402","E02005584","E02006251",1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018403","E02005584","E02006253",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018404","E02005584","E02006254",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018405","E02005584","E02006255",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018406","E02005584","E02006261",9,9,0,9,0,4,4,1,0,0,9,0,0,0,0,0,0,8,0,1,0,0
"2018407","E02005584","E02006262",2,1,1,2,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018408","E02005584","E02006263",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018409","E02005584","E02006270",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018410","E02005584","E02006271",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018411","E02005584","E02006276",2,1,1,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
"2018412","E02005584","E02006277",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018413","E02005584","E02006278",4,1,3,4,0,0,1,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"2018414","E02005584","E02006279",4,2,2,4,1,3,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0
"2018415","E02005584","E02006280",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018416","E02005584","E02006287",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018417","E02005584","E02006290",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018418","E02005584","E02006295",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018419","E02005584","E02006303",2,1,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018420","E02005584","E02006304",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018421","E02005584","E02006305",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018422","E02005584","E02006306",2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"2018423","E02005584","E02006308",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018424","E02005584","E02006311",6,4,2,6,0,2,1,3,0,0,6,0,0,0,2,0,0,3,0,0,1,0
"2018425","E02005584","E02006312",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2018426","E02005584","E02006313",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018427","E02005584","E02006314",5,4,1,5,1,2,1,1,0,0,5,0,0,0,0,0,0,2,3,0,0,0
"2018428","E02005584","E02006316",5,3,2,5,2,3,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0
"2018429","E02005584","E02006345",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2018430","E02005584","E02006463",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018431","E02005584","E02006494",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018432","E02005584","E02006575",1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2018433","E02005584","E02006744",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018434","E02005584","E02006801",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018435","E02005584","E02006854",3,1,2,3,0,1,2,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0
"2018436","E02005584","E02006877",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018437","E02005584","E02006903",2,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0
"2018438","E02005584","E02006905",2,1,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"2018439","E02005584","E02006907",357,186,171,357,60,97,105,74,19,2,357,0,0,1,52,3,7,165,20,43,66,0
"2018440","E02005584","E02006908",36,21,15,36,6,9,15,5,1,0,36,0,0,0,1,0,0,20,2,3,10,0
"2018441","E02005584","OD0000001",311,176,135,311,20,77,123,82,6,3,311,311,0,0,0,0,0,0,0,0,0,0
"2018442","E02005584","OD0000002",13,13,0,13,1,7,5,0,0,0,13,0,0,1,0,0,0,0,0,1,1,10
"2018443","E02005584","OD0000003",360,294,66,360,47,86,127,80,18,2,360,0,3,5,14,8,3,260,25,13,15,14
"2018444","E02005584","OD0000004",2,1,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
"2018445","E02005584","S02000877",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018446","E02005584","S02000896",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2018447","E02005584","S02001210",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018448","E02005584","W02000245",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018449","E02005585","E02000001",3,2,1,3,0,1,1,1,0,0,3,0,0,2,0,0,0,0,0,0,1,0
"2018450","E02005585","E02000242",4,0,4,4,0,0,1,1,1,1,4,0,0,0,0,0,0,4,0,0,0,0
"2018451","E02005585","E02000252",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018452","E02005585","E02000384",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2018453","E02005585","E02000394",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2018454","E02005585","E02000452",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018455","E02005585","E02000524",1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018456","E02005585","E02000548",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018457","E02005585","E02000565",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2018458","E02005585","E02000574",1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
